Data,Kraków - Aleja Krasińskiego (pył zawieszony PM2.5 [jednostka ug/m3]),Kraków - Aleja Krasińskiego (pył zawieszony PM10 [jednostka ug/m3]),Kraków - Aleja Krasińskiego (dwutlenek azotu [jednostka ug/m3]),Kraków - Aleja Krasińskiego (tlenek azotu [jednostka ug/m3]),Kraków - Aleja Krasińskiego (tlenki azotu [jednostka ug/m3]),Kraków - Aleja Krasińskiego (tlenek węgla [jednostka ug/m3]),Kraków - Aleja Krasińskiego (benzen [jednostka ug/m3])
2023-09-01T01:00:00Z,9.9,17.1,23.8,16.4,48.9,0.4,0.4
2023-09-01T02:00:00Z,11.5,18.9,26.9,16.3,52,0.4,0.4
2023-09-01T03:00:00Z,10.8,17.1,24.4,17.6,51.4,0.4,0.3
2023-09-01T04:00:00Z,10.6,18.2,21.9,22.7,56.7,0.4,0.3
2023-09-01T05:00:00Z,11.1,19.2,23.4,38.6,82.6,0.5,0.3
2023-09-01T06:00:00Z,12.6,23.7,25.2,61.7,119.7,0.5,0.6
2023-09-01T07:00:00Z,12.1,23.9,32.7,64.5,131.7,0.5,0.5
2023-09-01T08:00:00Z,15,28.5,38.7,51.6,117.7,0.5,0.6
2023-09-01T09:00:00Z,10.2,23.2,41.5,38.4,100.4,0.4,0.4
2023-09-01T10:00:00Z,7,14.7,33.7,25.3,72.5,0.4,0.4
2023-09-01T11:00:00Z,6.7,14.4,43.5,37.2,100.4,0.4,0.3
2023-09-01T12:00:00Z,7.5,14.4,37.1,22.1,70.9,0.4,0.2
2023-09-01T13:00:00Z,7.4,15.5,37.2,18.9,66.1,0.4,0.3
2023-09-01T14:00:00Z,7.2,13.8,37.4,20.7,69.1,0.4,0.2
2023-09-01T15:00:00Z,7.1,14.2,40.3,22.8,75.3,0.4,0.3
2023-09-01T16:00:00Z,7.7,15.1,49.3,25.6,88.6,0.5,0.4
2023-09-01T17:00:00Z,8.3,17.2,50.7,32.4,100.5,0.5,0.5
2023-09-01T18:00:00Z,7.9,16.1,52.9,28,95.9,0.5,0.4
2023-09-01T19:00:00Z,9.3,19,65.9,43.6,132.7,0.7,0.4
2023-09-01T20:00:00Z,11,22.6,62.7,52.8,143.6,0.8,0.8
2023-09-01T21:00:00Z,14.1,25.3,56.5,40.8,119.1,0.7,0.7
2023-09-01T22:00:00Z,15.8,27.5,51.4,41.2,114.7,0.7,0.7
2023-09-01T23:00:00Z,15.1,27,49.5,36.7,105.8,0.7,0.6
2023-09-02T00:00:00Z,12.7,19.6,44.7,35.7,99.5,0.6,0.6
2023-09-02T01:00:00Z,12.2,19.7,35.1,24.3,72.3,0.6,0.6
2023-09-02T02:00:00Z,NA,NA,NA,11.6,17,NA,0.4
2023-09-02T03:00:00Z,10.4,13.9,27.1,12.4,46.1,0.5,0.3
2023-09-02T04:00:00Z,7.2,10,22.1,7.8,34.1,0.4,0.2
2023-09-02T05:00:00Z,7.9,10.9,32.8,23.9,69.5,0.4,0.2
2023-09-02T06:00:00Z,7.8,10.4,32.4,27.2,74.1,0.5,0.3
2023-09-02T07:00:00Z,11.1,14.3,31.4,36,86.6,0.5,0.4
2023-09-02T08:00:00Z,7.5,10,32.9,27.5,75.1,0.5,0.4
2023-09-02T09:00:00Z,7.1,9.9,35.5,43.1,101.6,0.7,0.4
2023-09-02T10:00:00Z,5.4,8.3,27.9,28.1,71,0.5,0.6
2023-09-02T11:00:00Z,5.1,6.8,20.7,19.4,50.5,0.5,0.4
2023-09-02T12:00:00Z,7.6,15.6,26.9,20.9,59,0.6,0.4
2023-09-02T13:00:00Z,7,13.4,21.1,20.5,52.5,0.4,0.4
2023-09-02T14:00:00Z,5.4,10.1,25.1,16.4,50.2,0.4,0.3
2023-09-02T15:00:00Z,6.4,10.3,27.7,17.6,54.7,0.4,0.3
2023-09-02T16:00:00Z,6.9,10.7,29.7,16.9,55.7,0.4,0.3
2023-09-02T17:00:00Z,6.5,11.7,41.4,20.3,72.4,0.5,0.4
2023-09-02T18:00:00Z,8.1,13.9,55.6,30.4,102.1,0.6,0.5
2023-09-02T19:00:00Z,9.6,17.5,61.5,35.2,115.5,0.7,0.6
2023-09-02T20:00:00Z,10.7,18.1,61.5,58.1,150.6,0.8,1
2023-09-02T21:00:00Z,11.6,20.3,54.6,48,128.3,0.8,1
2023-09-02T22:00:00Z,12.1,20.5,37.4,38.4,96.2,0.7,0.8
2023-09-02T23:00:00Z,13.7,22.4,33.2,35.9,88.2,0.7,0.7
2023-09-03T00:00:00Z,13.9,21.3,25.9,26,65.7,0.6,0.6
2023-09-03T01:00:00Z,15.7,25,29,44,96.5,0.7,0.6
2023-09-03T02:00:00Z,15.4,24.3,19.5,39.8,80.6,0.6,0.6
2023-09-03T03:00:00Z,15.4,25.1,19.9,30.5,66.7,0.6,0.6
2023-09-03T04:00:00Z,16.4,24.8,15.2,15.7,39.3,0.5,0.5
2023-09-03T05:00:00Z,16.3,23.4,15.9,23,51.2,0.5,0.5
2023-09-03T06:00:00Z,15.3,21.6,16.4,38.7,75.8,0.5,0.5
2023-09-03T07:00:00Z,14.7,20.3,19.1,27.7,61.6,0.5,0.5
2023-09-03T08:00:00Z,15.1,20.4,18.4,26.8,59.5,0.5,0.5
2023-09-03T09:00:00Z,15.1,19.8,24.3,36.5,80.3,0.6,0.6
2023-09-03T10:00:00Z,13.8,17.6,23.1,26.6,63.9,0.5,0.4
2023-09-03T11:00:00Z,12.3,15.2,20.5,21.1,52.9,0.5,0.4
2023-09-03T12:00:00Z,12.5,17.7,26.5,20.6,58,0.5,0.4
2023-09-03T13:00:00Z,10.4,15,32.1,20,62.7,0.5,0.5
2023-09-03T14:00:00Z,8.9,13.2,31.6,15.3,55,0.5,0.4
2023-09-03T15:00:00Z,12.3,16.7,37.8,18.6,66.3,0.4,0.3
2023-09-03T16:00:00Z,9.3,14.2,40.8,24,77.5,0.5,0.3
2023-09-03T17:00:00Z,7.9,12.2,53.1,31.5,101.5,0.5,0.4
2023-09-03T18:00:00Z,8,12.4,56.3,31.3,104.4,0.6,0.5
2023-09-03T19:00:00Z,7.8,13,55.5,27.5,97.6,0.6,0.5
2023-09-03T20:00:00Z,8.5,14.3,52.3,21.6,85.4,0.6,0.5
2023-09-03T21:00:00Z,9.7,16.8,58.7,32.8,109.1,0.6,0.6
2023-09-03T22:00:00Z,9.7,16.3,45.6,21.8,79,0.6,0.5
2023-09-03T23:00:00Z,10,16.4,40.2,30.1,86.4,0.6,0.5
2023-09-04T00:00:00Z,9.9,16.8,34.8,20.2,65.8,0.5,0.4
2023-09-04T01:00:00Z,9.7,16.6,26.6,9.1,40.6,0.4,0.3
2023-09-04T02:00:00Z,9.9,16.3,20.9,6,30,0.3,0.2
2023-09-04T03:00:00Z,10.4,17.4,21,8.2,33.5,0.4,0.3
2023-09-04T04:00:00Z,10.9,19.1,21.8,15.2,45.1,0.3,0.2
2023-09-04T05:00:00Z,13.2,26.4,31,36.4,86.8,0.4,0.2
2023-09-04T06:00:00Z,14.9,28.2,36.3,68.9,142,0.6,0.4
2023-09-04T07:00:00Z,15,30.7,36.7,59.5,127.8,0.6,0.6
2023-09-04T08:00:00Z,20,74.8,36,46.5,107.3,0.5,0.7
2023-09-04T09:00:00Z,13.2,29.8,31.7,35.4,86,0.4,0.4
2023-09-04T10:00:00Z,13.2,32.5,26.4,25.6,65.6,0.4,0.3
2023-09-04T11:00:00Z,13.2,29.6,28.6,26.8,69.7,0.4,0.3
2023-09-04T12:00:00Z,13.9,34.7,37.8,34,89.8,0.5,0.4
2023-09-04T13:00:00Z,11.3,24.1,32.8,25.4,71.8,0.4,0.3
2023-09-04T14:00:00Z,11.8,19,33.9,19.8,64.3,0.4,0.3
2023-09-04T15:00:00Z,11.2,16,44.1,23.3,79.8,0.4,0.3
2023-09-04T16:00:00Z,10.6,15.8,41.3,18.1,69.1,0.5,0.3
2023-09-04T17:00:00Z,10.3,15.9,54.8,19,83.9,0.5,0.3
2023-09-04T18:00:00Z,8.4,15.4,58.4,23.3,94.1,0.5,0.4
2023-09-04T19:00:00Z,11.3,19.4,83.2,36,138.4,0.7,0.5
2023-09-04T20:00:00Z,13,25,70.7,48.8,145.4,0.7,0.7
2023-09-04T21:00:00Z,13.9,24.6,56.8,34.2,109.3,0.7,0.7
2023-09-04T22:00:00Z,13.4,21.8,51.6,28.7,95.7,0.6,0.6
2023-09-04T23:00:00Z,13.4,24,44.2,32.1,93.4,0.5,0.4
2023-09-05T00:00:00Z,13.8,21.8,34.7,21.3,67.4,0.6,0.5
2023-09-05T01:00:00Z,12.9,20.3,28.9,13.4,49.4,0.4,0.5
2023-09-05T02:00:00Z,12.1,19.2,23.8,10.7,40.2,0.4,0.3
2023-09-05T03:00:00Z,12.4,19,21.7,13.5,42.5,0.3,0.3
2023-09-05T04:00:00Z,12.4,20,18.9,16.3,43.9,0.4,0.3
2023-09-05T05:00:00Z,13,20.2,25,63.1,121.7,0.5,0.5
2023-09-05T06:00:00Z,13.8,24.2,24.9,71.2,134,0.5,0.5
2023-09-05T07:00:00Z,14.5,26.4,22.9,73.5,135.7,0.6,0.6
2023-09-05T08:00:00Z,17.6,34.6,43,89.8,180.6,0.7,0.8
2023-09-05T09:00:00Z,18.8,35.6,57.1,75.3,172.6,0.7,0.8
2023-09-05T10:00:00Z,23.8,47.7,61.3,57.9,149.9,0.7,1.2
2023-09-05T11:00:00Z,13.7,29.6,70.7,57.1,158.2,0.6,1.3
2023-09-05T12:00:00Z,7.9,13.9,55.9,54.2,138.9,0.5,0.5
2023-09-05T13:00:00Z,8.4,14.2,51.3,37.6,108.9,0.6,0.5
2023-09-05T14:00:00Z,7.7,13,57.4,40.8,120.1,0.5,0.4
2023-09-05T15:00:00Z,7.7,13.2,55.2,34.2,107.7,0.5,0.5
2023-09-05T16:00:00Z,8.2,13.9,69.6,48.7,144.3,0.5,0.5
2023-09-05T17:00:00Z,8.8,14.4,68.8,40,130,0.6,0.5
2023-09-05T18:00:00Z,11.5,17.7,76.4,42.9,142.1,0.7,0.6
2023-09-05T19:00:00Z,15.3,25.4,93.6,57.2,181.2,0.8,0.9
2023-09-05T20:00:00Z,19.6,38.1,96.6,125.1,288.3,1.1,1.7
2023-09-05T21:00:00Z,18.6,39.6,65.6,47.5,138.4,0.8,1.2
2023-09-05T22:00:00Z,17.6,33.3,56.2,39.1,116.3,0.7,0.9
2023-09-05T23:00:00Z,17.4,31.4,46.3,45.1,115.4,0.7,0.9
2023-09-06T00:00:00Z,15.9,25.8,38.4,22,72.2,0.6,0.8
2023-09-06T01:00:00Z,15.4,23.4,31.9,17,58.1,0.5,0.6
2023-09-06T02:00:00Z,15.3,22.2,25.9,16.7,51.5,0.5,0.5
2023-09-06T03:00:00Z,14.7,20.8,21.6,15.7,45.7,0.4,0.5
2023-09-06T04:00:00Z,15.3,22.1,21.6,19.6,51.7,0.4,0.4
2023-09-06T05:00:00Z,16.4,23.8,22.3,48.3,96.4,0.5,0.5
2023-09-06T06:00:00Z,16,25.1,22.6,63.9,120.5,0.6,0.6
2023-09-06T07:00:00Z,18.9,30.7,36,93.5,179.4,0.8,0.9
2023-09-06T08:00:00Z,38.3,57.6,46.2,94.4,190.8,0.9,1.4
2023-09-06T09:00:00Z,29.5,60.5,56,120.7,240.9,0.8,2.2
2023-09-06T10:00:00Z,18.6,40,51.3,60.6,144.3,0.6,1.6
2023-09-06T11:00:00Z,13.7,30.8,49.5,49.8,125.8,0.5,0.6
2023-09-06T12:00:00Z,11.1,22.9,52.8,41.9,117.1,0.5,0.5
2023-09-06T13:00:00Z,10.1,17.5,59.2,44.9,128,0.5,0.5
2023-09-06T14:00:00Z,12.2,25.1,65,40.9,127.8,0.6,0.6
2023-09-06T15:00:00Z,11,23.1,64,36.8,120.3,0.5,0.7
2023-09-06T16:00:00Z,10.3,21.7,87.1,54.2,170.3,0.5,0.6
2023-09-06T17:00:00Z,11.2,22.8,95.7,63.2,192.8,0.8,0.7
2023-09-06T18:00:00Z,12,23.3,92,57.6,180.2,0.7,1
2023-09-06T19:00:00Z,14,27.7,102.1,71.3,211.4,0.8,0.8
2023-09-06T20:00:00Z,16.8,34.8,91.1,78.8,211.8,1,1.2
2023-09-06T21:00:00Z,16.4,34.1,69.5,39.8,130.5,0.8,0.8
2023-09-06T22:00:00Z,17.7,36.2,56.9,46,127.4,0.8,0.8
2023-09-06T23:00:00Z,17.8,32.9,48.5,45.3,118,0.7,0.8
2023-09-07T00:00:00Z,17.1,28,39.1,28.1,82.2,0.6,0.7
2023-09-07T01:00:00Z,17,25.8,33.6,24.7,71.6,0.5,0.6
2023-09-07T02:00:00Z,NA,NA,NA,17.4,23.8,NA,0.5
2023-09-07T03:00:00Z,17.5,23.8,23.5,11.5,41.2,0.4,0.5
2023-09-07T04:00:00Z,17.8,24.8,25.6,29.1,70.1,0.5,0.5
2023-09-07T05:00:00Z,20.8,33.5,37.5,104.7,198.2,0.6,0.5
2023-09-07T06:00:00Z,23.7,38.3,36,114.9,212.2,0.7,0.8
2023-09-07T07:00:00Z,26.8,43.6,55,135.1,262.2,1,1.2
2023-09-07T08:00:00Z,37.5,70.5,54.9,79.4,176.6,0.8,1.5
2023-09-07T09:00:00Z,39.7,74.2,57.4,65.7,158.2,0.7,2.7
2023-09-07T10:00:00Z,35.7,67.3,58.4,48.7,133,0.7,2.7
2023-09-07T11:00:00Z,18.7,36,60.8,47.7,134,0.6,0.9
2023-09-07T12:00:00Z,15,28.8,58.6,39,118.3,0.6,0.7
2023-09-07T13:00:00Z,13.1,23.7,55.2,36.2,110.7,0.5,0.5
2023-09-07T14:00:00Z,12.7,23.4,62.9,39.4,123.2,0.5,0.5
2023-09-07T15:00:00Z,13.2,25.8,66.8,37.8,124.8,0.5,0.6
2023-09-07T16:00:00Z,12.5,24.6,62.4,35.9,117.3,0.5,0.5
2023-09-07T17:00:00Z,13.3,23.5,69.5,44.4,137.5,0.5,0.4
2023-09-07T18:00:00Z,15.8,28.8,80.1,43.7,147.1,0.6,0.5
2023-09-07T19:00:00Z,17.1,31.9,89.1,50.4,166.5,0.7,0.6
2023-09-07T20:00:00Z,23,40.3,100.6,98.7,252,1.3,1.3
2023-09-07T21:00:00Z,25.4,47.2,86.4,118.9,268.9,1.3,2.5
2023-09-07T22:00:00Z,25.6,45.3,76.3,99.5,229,1.1,1.7
2023-09-07T23:00:00Z,28.1,43.7,58.7,52.6,139.3,0.8,0.9
2023-09-08T00:00:00Z,22,34.7,45,38.5,104,0.8,1.1
2023-09-08T01:00:00Z,21,30.6,39,24.8,77,0.6,0.9
2023-09-08T02:00:00Z,23.4,31.8,42.6,44.1,110.3,0.6,0.7
2023-09-08T03:00:00Z,25.7,34.7,35.2,26.9,76.5,0.5,0.7
2023-09-08T04:00:00Z,24.4,31.4,30,34.7,83.2,0.5,0.6
2023-09-08T05:00:00Z,24.8,33.5,32.8,78.6,153.3,0.6,0.7
2023-09-08T06:00:00Z,43.4,58.6,47.5,103.6,206.2,0.9,1.4
2023-09-08T07:00:00Z,57,82.2,45.1,93.6,188.5,0.8,1.5
2023-09-08T08:00:00Z,50,90.1,51.9,105.8,214,0.8,2
2023-09-08T09:00:00Z,39.3,65.2,51.6,86.8,184.6,0.7,2.4
2023-09-08T10:00:00Z,27.1,41.8,51.6,53.9,134.3,0.6,1.5
2023-09-08T11:00:00Z,24.2,45.1,64.4,55.4,149.4,0.7,1.3
2023-09-08T12:00:00Z,18.8,37.7,72.4,64.2,170.9,0.6,1.3
2023-09-08T13:00:00Z,17.1,28.2,62.7,44.8,131.4,0.7,0.9
2023-09-08T14:00:00Z,15.7,24.3,72.9,50.8,151,0.5,0.6
2023-09-08T15:00:00Z,14.7,23.2,70,35.3,124.1,0.6,0.5
2023-09-08T16:00:00Z,15.3,24.3,85.8,66.1,187,0.8,0.6
2023-09-08T17:00:00Z,15.4,26.7,95.4,70.2,202.9,0.6,0.6
